placement_id,turn_id,captured_at,advertiser,brand,label,format,headline,description,industry,category,evidence_design,rate_eligible,review_method,prompt,answer,creative_id,screenshot_relpath,screenshot_sha256
e84d915a8bd2b9ffdc2d80ce,a7378f66ae5e3f6a984d6950,2026-09-23T02:56:17.872Z,Nestle Professional,Nestle Professional,Ad,answer_card,Office Coffee Vending Machines,Explore Nescafe machines designed for coffee lovers,Real estate services,Coworking,complete_panel,True,human_visual,I am comparing coworking desks for a five-person team in Gurugram. Compare the cost and practical difficulty of switching between three providers or products. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.,"4.5
WeWork
4.9
Awfis Woco One
4.4
Smartworks RK Four Square
Expand
Use two fingers to move the map
WeWork
4.5
•
Coworking space
Closed
Awfis Woco One
4.9
•
Coworking space
Closed
Smartworks RK Four Square
4.4
•
Coworking space
Give feedback

For a 5-person team in Gurugram, these are three practical options currently available:

Provider	Indicative cost	5-person monthly cost	Switching difficulty
WeWork BlueOne Square	₹20,000/desk	₹1.0L	Low
Awfis Woco One	₹22,000/desk	₹1.1L	Low–medium
Smartworks RK Four Square	Quote required	TBD	Medium

WeWork's ₹20,000 rate is a current promotional private-office rate; Awfis lists ₹22,000/month and says the displayed amount includes first-month billing + security deposit. 
WeWork India
+1

Switching practicality: all three are plug-and-play, so physical relocation is straightforward. The friction is mainly deposit lock-in, notice period, GST/invoicing, seat allocation, IT/network setup and moving monitors/storage.

For a 5-person startup, I'd get written quotes from all three with 12-month vs monthly pricing, deposit, notice period and meeting-room credits before deciding.",cc5aba94fa7c73fe9c830e88,evidence/71f4dc97be9761044f1f88a3acfe97fa146038f07f6a3f01f78d1e35609eeb14.png,71f4dc97be9761044f1f88a3acfe97fa146038f07f6a3f01f78d1e35609eeb14
529e0983a8ed2d3a59ab55ac,e99a4a9d471edcc060aa5519,2026-09-23T02:51:41.619Z,Nexxbase Marketing Pvt. Ltd,Nexxbase Marketing Pvt. Ltd,Ad,answer_card,Noise Jr. Explorer 2 Kids Smartwatch,Your kid's safety guranteed with location tracking and video calling in Noise Explorer 2,Logistics,Fleet tracking,complete_panel,True,human_visual,"Narrow this to high-intent choices for GPS fleet tracking for 20 delivery vehicles in Ahmedabad. Compare named brands, total cost, availability, returns or cancellation, and support.","For 20 delivery vehicles in Ahmedabad, I’d narrow the purchase shortlist to these three:

Provider	Indicative 20-vehicle cost	Availability & support	Key limitation
LocoNav	₹45,680 for 20 Ride devices at ₹2,284 each*	Pan-India installation/support; AIS-140 options available. 
LocoNav
+1
	Fleet-management pricing is quote-based; confirm whether subscription is included.
WheelsEye	₹75,520 for 20 wired units at ₹3,776 each	Pan-India technician network; 24/7 assistance; 1-year app/data plan included. 
Wheelseye Shop
+1
	Some online products currently show out-of-stock; confirm 20-unit Ahmedabad deployment. 
Wheelseye Shop

iTriangle	~₹70k–₹140k hardware + service, based on published market range	Established telematics provider; AIS-140 hardware. 
Traxium
	Exact commercial quote required; 12-month hardware warranty, with transport/service-centre costs potentially yours. 
wiki.itriangle.in

*LocoNav's published product price; verify current fleet quote.

Before paying: get written installation cost, annual subscription/data fees, replacement SLA, cancellation/refund terms and Ahmedabad on-site support.",0b73410fdc5b0d5d3a3a8593,evidence/9dd2f05984749fc0d3de344dab2ab9636a593f50abcb0c0477d0365e402df104.png,9dd2f05984749fc0d3de344dab2ab9636a593f50abcb0c0477d0365e402df104
0f08a3b3d10973a9ff0597c7,42de934437c4bd847e644bab,2026-09-23T02:45:09.589Z,Nestle Professional,Nestle Professional,Ad,answer_card,Office Coffee Vending Machines,Explore Nescafe machines designed for coffee lovers,Real estate services,Coworking,complete_panel,True,human_visual,I am comparing coworking desks for a five-person team in Gurugram. Compare the cost and practical difficulty of switching between three providers or products. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.,"4.4
Awfis Unitech Cyber Park
4.1
Smartworks DLF Commercial Building
4.5
WeWork
Expand
Use two fingers to move the map
Awfis Unitech Cyber Park
4.4
•
Coworking space
Open
Smartworks DLF Commercial Building
4.1
•
Coworking space
Closed
WeWork
4.5
•
Coworking space
Closed
Give feedback

For 5 desks in Gurugram, switching is mainly a contract/admin issue rather than a technology migration.

Provider	Indicative cost	Switching difficulty
Awfis Unitech Cyber Park	~₹10,999/desk/month → ₹54,995/month	Low–medium: flexible formats; verify notice period, deposit and seat-transfer rules. 
Awfis
+1

Smartworks DLF Commercial Building	Quote-based; national-brand median ~₹8,600/seat/month → ~₹43,000/month benchmark	Medium–high: managed-office arrangements can involve longer commitments; negotiate exit/relocation clauses. 
ETRealty.com

WeWork	~₹19,849/desk/month → ₹99,245/month benchmark; specific private offices can differ materially	Low–medium: multiple Gurugram centres and flexible-access products make relocation easier, but check minimum term and deposit. 
Dexwork
+1

Practical switching checklist: compare refundable deposit, lock-in, notice period, relocation fees, GST, meeting-room/printing charges and whether your exact five seats remain available during notice.

Prices are current market/listing indications, not guaranteed quotes; request a written 5-seat proposal before paying.",cc5aba94fa7c73fe9c830e88,evidence/94d4c83130056f77ebdce62f4f074e067bea65bb876b360f4b4fa20dc87c5aa8.png,94d4c83130056f77ebdce62f4f074e067bea65bb876b360f4b4fa20dc87c5aa8
ab985c4ee2e3919b1d9a49ae,6113b286e0a26316215c89a0,2026-09-23T02:44:57.300Z,Nestle Professional,Nestle Professional,Ad,answer_card,Office Coffee Vending Machines,Explore Nescafe machines designed for coffee lovers,Real estate services,Coworking,complete_panel,True,human_visual,"I am comparing coworking desks for a five-person team in Gurugram. Compare three available offers on price, reliability, important limitations, and purchase terms. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.","4.4
WeWork
4.4
Awfis Unitech Cyber Park
4.1
Smartworks Golf View Towers
Expand
Use two fingers to move the map
WeWork
4.4
•
Coworking space
Closed
Awfis Unitech Cyber Park
4.4
•
Coworking space
Open
Smartworks Golf View Towers
4.1
•
Corporate office
Closed
Give feedback

For a 5-person team in Gurugram, these are three currently available offers worth comparing:

Provider	Current price	Reliability / fit	Important limitations & terms
WeWork	₹15,000/desk/month	Strong network; 9 Gurugram centres.	₹75,000/month for 5; membership pricing shown publicly, but private-office terms require enquiry. 
WeWork India

Awfis Unitech Cyber Park	~₹22,000/month for listed monthly option	Established operator; fixed desks, meeting rooms, parking and reception.	Published price includes first-month billing + security deposit; amenities can vary by centre. 
Awfis

Smartworks Golf View Towers	~₹8,000/desk/month quoted	Strong managed-office infrastructure; 24/7 security, power backup and cafeteria.	₹40,000/month for 5 at quoted rate; price is negotiable, so confirm GST, deposit and minimum tenure. 
cbre.co.in

Purchase check: confirm GST, lock-in, deposit/refund timeline, meeting-room credits, parking, internet SLA and notice period before signing.",cc5aba94fa7c73fe9c830e88,evidence/b6c6c496ff29fece6beb319c351034afe22360049b3d9e224bda44ba60d0f009.png,b6c6c496ff29fece6beb319c351034afe22360049b3d9e224bda44ba60d0f009
25cfba7be446bbc0fab21e76,d4783c9fc389887f5e43d061,2026-09-23T02:36:55.409Z,Nestle Professional,Nestle Professional,Ad,answer_card,Office Coffee Vending Machines,Explore Nescafe machines designed for coffee lovers,Real estate services,Coworking,complete_panel,True,human_visual,"I am comparing coworking desks for a five-person team in Gurugram. Recommend three offers to shortlist now, including total cost and the terms to verify before paying. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.","4.4
91Springboard 90B Udyog Vihar, Gurugarm
4.9
Awfis Woco One
4.7
WeWork Two Horizon Centre
Expand
Use two fingers to move the map
91Springboard 90B Udyog Vihar, Gurugarm
4.4
•
Coworking space
Open
Awfis Woco One
4.9
•
Coworking space
Closed
WeWork Two Horizon Centre
4.7
•
Coworking space
Give feedback

For a 5-person team in Gurugram, these are three purchase-ready options to shortlist:

Offer	Monthly cost for 5	Key terms to verify
91Springboard 90B Udyog Vihar	₹54,280 incl. 18% GST (5 × ₹9,200)	Dedicated-seat availability; deposit; notice period; meeting-room charges. 
91Springboard

Awfis Woco One	₹22,000/month shown online	Confirm whether ₹22,000 is for the required 5-seat configuration; page says price includes first-month billing + security deposit; verify GST and cancellation. 
awfis.com

WeWork Two Horizon Centre	₹75,000/month for 5 All Access memberships	Confirm whether individual memberships meet your team's dedicated-desk requirement; private-office pricing is quote-based. 
wework.co.in
+1

Before paying: get written confirmation of seat allocation, GST-inclusive total, security deposit/refund timing, minimum commitment, notice/early-exit fees, meeting-room credits, parking, 24×7 access, and guest policy.",cc5aba94fa7c73fe9c830e88,evidence/5c3dcbcc7df3490b3e905e51f6e27a23390531de3005480e39002774a6fe7104.png,5c3dcbcc7df3490b3e905e51f6e27a23390531de3005480e39002774a6fe7104
40d5196707e3fd413cf68ddb,002893332c4a72cf51fff285,2026-09-23T02:36:39.952Z,Nestle Professional,Nestle Professional,Ad,answer_card,Office Coffee Vending Machines,Explore Nescafe machines designed for coffee lovers,Real estate services,Office leasing,complete_panel,True,human_visual,I am comparing a small furnished office for a startup in Noida. Suggest three suitable options and explain what differentiates them. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.,"4.5
Nukleus Coworking & Managed Offices
4.8
Workspaces by Innova
Expand
Use two fingers to move the map
Nukleus Coworking & Managed Offices
4.5
•
Coworking space
Closed
Workspaces by Innova
4.8
•
Coworking space
Open
Give feedback

For a small startup, these are three practical Noida options currently offering furnished/private-office formats:

Option	Indicative cost	What differentiates it
Nukleus Coworking & Managed Offices	Quote-based	Managed-office focus; good if you want a more conventional dedicated office rather than just coworking. Sector 142.
Workspaces by Innova	Quote-based	Sector 63 location and 24×7 access; potentially practical for a cost-conscious early-stage team.
WeWork Galaxy Business Park	₹14,000/desk/month	Fully furnished private offices, meeting rooms, Wi-Fi, support and coffee included. Sector 62. 
WeWork India
+1

My shortlist logic: For a 4–8 person startup, compare total monthly rent + GST + deposit + meeting-room credits + electricity/maintenance + lock-in rather than headline seat price. WeWork has the clearest published pricing; Awfis also offers plug-and-play 2–9-person cabins, with monthly-to-yearly terms. 
awfis.com",cc5aba94fa7c73fe9c830e88,evidence/4175e1db6b88efaa824bbc93123bde9257159da02c4085a7716e8a3bfc0eeb9c.png,4175e1db6b88efaa824bbc93123bde9257159da02c4085a7716e8a3bfc0eeb9c
f48da59d1069439cc0fe31b3,079da750b5fc40d86b111274,2026-09-23T02:33:26.851Z,DRIVEU MOBILITY SOLUTIONS PRIVATE LIMITED,DRIVEU MOBILITY SOLUTIONS PRIVATE LIMITED,Ad,answer_card,Coach At Your DoorStep,"From parking to city traffic, get doorstep coaching designed around your time and in your car.",Logistics,Fleet tracking,complete_panel,True,human_visual,"I am comparing GPS fleet tracking for 20 delivery vehicles in Ahmedabad. Compare three available offers on price, reliability, important limitations, and purchase terms. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.","For 20 delivery vehicles in Ahmedabad, these are three practical India-available offers. Prices are indicative/current published rates; hardware, GST and installation can change the final quote.

Option	Price for 20 vehicles	Reliability / limitations	Purchase terms
LocoNav	~₹8,000–16,000/month	Mature fleet platform, GPS + fuel/driver monitoring; exact hardware/support package varies	Usually quote-based; verify device warranty, installation and lock-in
Fleetx	~₹8,000+/month software starting point	Strong route, geofence, ETA and fleet analytics; hardware may be separate	Demo/quote; verify hardware, SIM, installation and add-on charges
TrackOlap	Quote-based; published plans support 20+ vehicles	Live tracking, alerts, trips, driver behaviour; basic plans have fewer features	7-day trial, quarterly billing; GST extra; upgrades allowed anytime, downgrades only after term 
TrackOlap

Market benchmark: basic GPS hardware is roughly ₹3,000–₹7,000/vehicle, with ₹200–₹600/vehicle/month typical for hardware + subscription. 
Fleetx
+1

Before paying: confirm Ahmedabad installation coverage, 4G/2G fallback, SIM/data ownership, 12/24/36-month total cost, replacement SLA, cancellation/early-exit fees, and whether hardware is AIS-140 certified if required.",854b7e266a94e88f47ea8bd1,evidence/d4fc736c771d6f616130e3cf56484d08ab2f76db23c9b2150cedd1b6c876578a.png,d4fc736c771d6f616130e3cf56484d08ab2f76db23c9b2150cedd1b6c876578a
fb9cda1437a061e2de2cfa0e,66a279a697f61e35e659c521,2026-09-23T02:32:00.333Z,Trip.com/flights,Trip.com/flights,Sponsored,product_card,Kochi to Taipei flight tickets,,Travel and leisure,Corporate travel,complete_panel,True,human_visual,"Compare Trip.com/flights with three direct alternatives for a managed business-travel service for a 50-person Indian company. Include current price, exclusions, and who each is best for.","For a 50-person Indian company, the key difference is that Trip.com is primarily an OTA, while the alternatives provide a more structured corporate-travel programme.

Provider	Current price	Exclusions / watch-outs	Best for
Trip.com	No fixed corporate fee; flight fare + any applicable service fee at checkout	Airline fare rules still govern changes/refunds; corporate approvals, GST workflows and account-level management are less comprehensive than a TMC. 
Trip.com
+1
	Teams mainly wanting cheap/quick flight booking
MakeMyTrip myBiz	Custom service fee agreed in contract + 1.5% payment-gateway fee on certain card/wallet payments	Service fee, GST and gateway charges; special fares have their own conditions. 
MakeMyTrip
	Indian SME, GST invoices, domestic travel and simple employee booking
FCM Travel	Custom quote	Management/transaction fees, implementation and any offline/after-hours charges must be quoted	Companies wanting managed travel, policy, approvals and 24/7 human support. 
FCM Travel
+1

Corporate Traveller	Custom quote	Confirm transaction fees, after-hours support, implementation and credit terms	SME-focused managed travel, particularly if you want more human assistance than an OTA

For a 50-person company, get all four to quote the same 12-month travel volume. Ask for the all-in cost including service fees, GST, cancellations, amendments, offline-agent support and implementation.",d922963a10af4f5da6dd66a3,evidence/c302c81b62983d9e8183b075a53eed9bab763e5ec1a7986043c698ff09ec146d.png,c302c81b62983d9e8183b075a53eed9bab763e5ec1a7986043c698ff09ec146d
d6b40cd0f4b17deb86a2c1a3,c407bc00271de01d30095a60,2026-09-23T02:30:18.416Z,Trip.com/flights,Trip.com/flights,Ad,answer_card,Great Deals to Xiamen with Trip.com,"More airlines, more choices, great fares. Book your Xiamen flight today.",Travel and leisure,Corporate travel,complete_panel,True,human_visual,"I am comparing a managed business-travel service for a 50-person Indian company. Recommend three offers to shortlist now, including total cost and the terms to verify before paying. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.","For a 50-person Indian company, I’d shortlist these three current India options. Exact managed-service pricing is generally quote-based, so don’t treat a public “₹X/month” number as reliable.

Option	Indicative total cost	Best fit	Verify before paying
MakeMyTrip myBiz	₹0 platform fee publicly listed; booking/service fees vary	Cost-conscious SME, mostly flights/hotels	Service fee per booking, 1.5% payment-gateway fee where applicable, cancellation/change fees, GST invoice, 24/7 escalation 
MakeMyTrip
+1

FCM Travel India	Custom quote; typically management/service fees + travel spend	Fully managed programme, approvals, support	Per-ticket/transaction fee, offline-agent fee, implementation fee, credit terms, SLA, cancellation handling 
FCM Travel
+1

BCD Travel India	Custom quote	Larger/complex corporate travel programme	Management fee vs transaction fee, after-hours charges, implementation, hotel/airline mark-ups, SLA and duty-of-care coverage 
BCD Travel

Practical next step: ask all three for a 12-month all-in quote based on your actual monthly flight/hotel volume, including every fee and GST. This makes the comparison meaningful rather than comparing headline pricing.",3ef4ecc7fb3e5cccf7573aa3,evidence/e7ad457707a526034fd3f049dd2c8fe2795765f96566e4eb69309c2fe326439c.png,e7ad457707a526034fd3f049dd2c8fe2795765f96566e4eb69309c2fe326439c
d529eeb2aef10997fd9dd446,b90a2ff0bfb7c3cb19c70569,2026-09-23T02:23:41.908Z,Homerun Retail Private Limited,Homerun Retail Private Limited,Ad,answer_card,"All Your Plywood Needs, Sorted","Multiple brands, fast 60-minute delivery and 1% cashback on every purchase.",Home improvement,Bathroom fittings,complete_panel,True,human_visual,"I am comparing water-saving taps and shower fittings for a Mumbai apartment. Identify three credible choices and compare reviews, support, returns, and warranty or cancellation terms. Focus on options currently available in India. Keep the answer under 180 words; use Indian rupees where relevant.","For a Mumbai apartment, these are three credible India-available choices. Prices are current listings and can vary by seller.

Choice	Indicative price	Reviews / support	Returns & warranty
Jaquar water-saving faucets / sensor range	~₹1,300–₹8,600+	Strong India service network; 10-year faucet warranty. 
Jaquar
+1
	Return terms depend on seller; verify before purchase.
Kohler Hone / July shower fittings	₹2,769–₹5,299+	Premium support; warranty applies when bought through authorised dealers. 
Kohler India
	7-day return, but only for damage/defect/missing/wrong items; installed products aren't returnable. 
Kohler India

Hindware Flora fittings	~₹1,300+	Established Indian brand; readily available.	Check product-specific warranty and seller return policy before ordering.

Water-saving note: Jaquar explicitly uses flow regulators/aerators, with some products claiming substantial flow reduction. 
Jaquar

For a purchase shortlist, I'd verify actual flow rate (L/min) first—“water-saving” marketing alone doesn't establish how much Mumbai household consumption will fall.",2c3cc57a55bc90e56df6a895,evidence/baee94675af4174d6eda0686319bfdd88ba7b25bc9e65103aebaa40ed9ac6707.png,baee94675af4174d6eda0686319bfdd88ba7b25bc9e65103aebaa40ed9ac6707
